"correctedtimestamp","devicetimestamp","fingerprintid","previousfingerprintid","sitedomain","deviceos","devicetype","ipaddress","longitude","latitude","browsertype","screensize","clickedcontent","actiontaken","querystring","searchtimestamp","abandontimestamp","cookiesenabled","currentwebpage","linkdestination","pagetitle","pageaccesstimestamp","sessionid","gigyasessionid","bigdatasessionid","viewpageduration","rating","previouswebpage","likedcontent","shareretweetcontent","followedentity","clickedtimestamp","gigyaid","birthdate","mobilenumber","logintimestamp","logouttimestamp","readarticle","articleauthor","articlepostdate","commentedarticle","readingduration","articlecontentamount","writingeventtimestamp","commentcontent","sessionstarttimestamp","sessionendtimestamp","sessionduration","recoitemcount","recopropertyid","recocontentid","recocategoryid","recotype","isreco","videoplay","videopause","videoseekstart","videoseekend","videoresume","videostop","videoadclick","videoadcomplete","videoadskipped","videoadplay","videoadtime","videobuffer","videotimestamp","videoduration","videoisended","videoispaused","videofullscreen","videoplayerstate","videotitle","videourl","videovolume","videosize","videotype","videoquality","videoconsolidatedbuffertime","videototalbuffertime","videocategoryid","videocontentid","videocurrentposition","videoaderror","audioplay","audiopause","audioresume","audiostop","audiobuffer","audioisended","audioispaused","audioplayerstate","audiovolume","audiotitle","audioartist","audiourl","audiotype","audioformat","audiocodec","audioconsolidatedbuffertime","audiocategoryid","audiocontentid","audiotimestamp","audioduration","buildversionrelease","buildversioncodename","buildversionincremental","operatingsystemname","deviceimei","devicesimserial","applicationname","applicationuniqueid","applicationloadtimestamp","applicationabandontimestamp","previousview","destinationview","mobileapplicationmetatags","currentview","viewaccesstimestamp","connectivitytype","browserversion","mobiledevice","ssoid","osversion","devicename","pagedepth","bigdatacookieid","sourcescript","eventprocessedutctime","partitionid","eventenqueuedutctime"
2018-09-16T11:56:01.0000000,2018-09-16T11:56:01.0000000,"f845b962f2ad22f958b7ea0d2a6a3e5f","f845b962f2ad22f958b7ea0d2a6a3e5f","iwant","Windows","PC","203.215.120.126","","","Chrome","1920 x 1080","pageload","load","","","","true","https://www.iwant.ph/","","iWant","2018/9/17 3:47:6","","","85286c0f-1b11-4c48-aa0e-9ba62ce7c943","3000","","","","","",2018-09-17T03:47:15.0000000,"","","","","","","","","","","","","","2018/9/17 3:47:6","2018/9/17 4:17:15","","","24","","","",,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chrome 68.0.3440.106","","","Windows 10","","100","2c23a7d5-b591-4ae9-8dc3-500d8b011e9b","eventjsott","2018-09-16T03:56:01.8600967Z","3","2018-09-16T03:56:01.8030000Z"
2018-09-16T11:56:20.0000000,2018-09-16T11:56:20.0000000,"f845b962f2ad22f958b7ea0d2a6a3e5f","f845b962f2ad22f958b7ea0d2a6a3e5f","iwant","Windows","PC","203.215.120.126","","","Chrome","1920 x 1080","image","clickimage","","","","true","https://www.iwant.ph/","https://www.iwant.ph/","iWant","2018/9/17 3:47:6","","","85286c0f-1b11-4c48-aa0e-9ba62ce7c943","9000","","","","","",2018-09-17T03:47:35.0000000,"","","","","","","","","","","","","","2018/9/17 3:47:6","2018/9/17 4:17:35","","","24","","","",,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chrome 68.0.3440.106","","","Windows 10","","0","2c23a7d5-b591-4ae9-8dc3-500d8b011e9b","","2018-09-16T03:56:20.5648774Z","7","2018-09-16T03:56:20.5390000Z"
2018-09-16T11:56:01.0000000,2018-09-16T11:56:01.0000000,"f845b962f2ad22f958b7ea0d2a6a3e5f","f845b962f2ad22f958b7ea0d2a6a3e5f","iwant","Windows","PC","203.215.120.126","","","Chrome","1920 x 1080","pageload","load","","","","true","https://www.iwant.ph/","","iWant","2018/9/17 3:47:6","","","2c23a7d5-b591-4ae9-8dc3-500d8b011e9b","","","","","","",2018-09-17T03:47:09.0000000,"","","","","","","","","","","","","","2018/9/17 3:47:6","2018/9/17 4:17:6","","","24","","","",,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chrome 68.0.3440.106","","","Windows 10","","100","2c23a7d5-b591-4ae9-8dc3-500d8b011e9b","","2018-09-16T03:56:01.2663536Z","5","2018-09-16T03:56:01.2020000Z"
2018-09-16T11:57:11.0000000,2018-09-16T11:57:11.0000000,"f845b962f2ad22f958b7ea0d2a6a3e5f","f845b962f2ad22f958b7ea0d2a6a3e5f","iwant","Windows","PC","203.215.120.126","","","Chrome","1920 x 1080","image","clickimage","","","","true","https://www.iwant.ph/","https://www.iwant.ph/","iWant","2018/9/17 3:47:6","","","85286c0f-1b11-4c48-aa0e-9ba62ce7c943","29000","","","","","",2018-09-17T03:48:26.0000000,"","","","","","","","","","","","","","2018/9/17 3:47:6","2018/9/17 4:18:26","","","24","","","",,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chrome 68.0.3440.106","","","Windows 10","","100","2c23a7d5-b591-4ae9-8dc3-500d8b011e9b","","2018-09-16T03:57:11.6581084Z","7","2018-09-16T03:57:11.5410000Z"
